tx_id,user_id,merchant_id,tx_timestamp,amount,channel,status,device_id,injected_scenario
T0008906,U00523,M0115,2026-02-14 22:14:39,862.12,card_present,approved,D01458,normal
T0008907,U00571,M0063,2026-02-14 22:19:33,3864.5,online,approved,D00462,normal
T0008908,U00534,M0081,2026-02-14 22:31:07,3922.78,online,approved,D01041,normal
T0008909,U00740,M0022,2026-02-14 22:37:33,979.19,mobile,approved,D00751,normal
T0008910,U00083,M0118,2026-02-14 22:43:38,504.95,card_present,approved,D01233,normal
T0008911,U00427,M0102,2026-02-14 22:52:19,1618.5,online,approved,D00866,normal
T0008912,U00069,M0032,2026-02-15 01:32:17,3771.88,card_present,approved,D01141,normal
T0008913,U00611,M0069,2026-02-15 02:14:35,858.12,card_present,approved,D00061,normal
T0008914,U00458,M0103,2026-02-15 02:23:06,4723.95,card_present,approved,D01278,normal
T0008915,U00627,M0035,2026-02-15 02:31:42,1043.32,online,approved,D00882,normal
T0008916,U00613,M0071,2026-02-15 02:37:28,2145.44,card_present,approved,D01563,normal
T0008917,U00431,M0111,2026-02-15 03:07:01,2795.45,card_present,approved,D00297,normal
T0008918,U00459,M0074,2026-02-15 03:09:00,1410.25,card_present,approved,D00021,normal
T0008919,U00669,M0055,2026-02-15 03:33:11,4487.83,card_present,approved,D00783,normal
T0008920,U00764,M0105,2026-02-15 04:42:48,1988.25,card_present,approved,D00135,normal
T0008921,U00042,M0096,2026-02-15 04:52:27,1992.29,mobile,approved,D01455,normal
T0008922,U00169,M0074,2026-02-15 04:54:24,787.08,online,declined,D01412,normal
T0008923,U00384,M0049,2026-02-15 05:28:08,1216.24,card_present,approved,D01376,normal
T0008924,U00194,M0081,2026-02-15 07:00:46,1807.17,card_present,approved,D00343,normal
T0008925,U00009,M0002,2026-02-15 07:09:48,591.57,online,approved,D00105,normal
T0008926,U00428,M0071,2026-02-15 07:19:41,388.55,card_present,approved,D01184,normal
T0008927,U00617,M0024,2026-02-15 07:26:22,10172.5,card_present,approved,D01247,normal
T0008928,U00309,M0035,2026-02-15 07:31:08,799.95,card_present,approved,D01528,normal
T0008929,U00161,M0120,2026-02-15 07:38:01,1013.64,card_present,approved,D01527,normal
T0008930,U00322,M0104,2026-02-15 07:40:04,618.19,card_present,approved,D01182,normal
T0008931,U00535,M0112,2026-02-15 07:42:21,2406.07,card_present,approved,D01220,normal
T0008932,U00232,M0041,2026-02-15 07:47:14,1041.65,mobile,approved,D01064,normal
T0008933,U00369,M0028,2026-02-15 07:53:25,3458.44,mobile,approved,D00854,normal
T0008934,U00507,M0026,2026-02-15 08:05:18,2979.27,card_present,approved,D00307,normal
T0008935,U00533,M0111,2026-02-15 08:11:49,2979.31,card_present,approved,D00175,normal
T0008936,U00398,M0005,2026-02-15 08:14:07,931.72,online,approved,D00676,normal
T0008937,U00389,M0104,2026-02-15 08:16:01,1339.22,mobile,approved,D00601,normal
T0008938,U00055,M0038,2026-02-15 08:17:13,2671.33,card_present,approved,D00186,normal
T0008939,U00402,M0010,2026-02-15 08:21:55,5015.89,card_present,approved,D00078,normal
T0008940,U00518,M0108,2026-02-15 08:22:01,19523.48,online,approved,D00788,normal
T0008941,U00619,M0038,2026-02-15 08:23:51,406.99,card_present,approved,D00114,normal
T0008942,U00554,M0043,2026-02-15 08:28:04,1462.22,online,approved,D00369,normal
T0008943,U00724,M0004,2026-02-15 08:31:10,2184.79,card_present,approved,D00372,normal
T0008944,U00712,M0086,2026-02-15 08:35:04,12292.59,card_present,approved,D01581,normal
T0008945,U00227,M0014,2026-02-15 08:44:32,1529.16,card_present,approved,D01253,normal
T0008946,U00374,M0107,2026-02-15 08:45:28,126267.45,card_present,approved,D00168,normal
T0008947,U00340,M0047,2026-02-15 08:46:24,1431.39,mobile,approved,D00262,normal
T0008948,U00277,M0011,2026-02-15 08:48:01,1053.01,card_present,approved,D00960,normal
T0008949,U00318,M0016,2026-02-15 08:48:34,3074.36,card_present,approved,D00420,normal
T0008950,U00198,M0105,2026-02-15 08:57:58,4507.55,card_present,approved,D00884,normal
T0008951,U00787,M0119,2026-02-15 09:01:50,1665.43,card_present,approved,D01159,normal
T0008952,U00091,M0102,2026-02-15 09:05:47,663.22,mobile,approved,D00561,normal
T0008953,U00081,M0090,2026-02-15 09:06:19,32809.64,online,approved,D01163,normal
T0008954,U00500,M0069,2026-02-15 09:15:19,1266.34,online,approved,D01427,normal
T0008955,U00042,M0111,2026-02-15 09:23:38,2433.97,card_present,approved,D00933,normal
T0008956,U00256,M0010,2026-02-15 09:43:34,4461.87,card_present,approved,D00812,normal
T0008957,U00340,M0013,2026-02-15 09:51:56,4575.28,card_present,approved,D00392,normal
T0008958,U00045,M0037,2026-02-15 09:55:00,3061.99,card_present,approved,D00263,normal
T0008959,U00075,M0093,2026-02-15 09:56:50,376.08,card_present,approved,D01190,normal
T0008960,U00486,M0115,2026-02-15 09:57:53,2052.9,card_present,approved,D00097,normal
T0008961,U00578,M0108,2026-02-15 10:05:37,60929.78,online,approved,D00978,normal
T0008962,U00215,M0068,2026-02-15 10:17:31,1045.73,mobile,approved,D01053,normal
T0008963,U00548,M0080,2026-02-15 10:29:42,6433.17,mobile,approved,D00845,normal
T0008964,U00342,M0040,2026-02-15 10:30:50,38537.32,card_present,approved,D00182,normal
T0008965,U00169,M0098,2026-02-15 10:34:29,1575.04,card_present,approved,D00809,normal
T0008966,U00025,M0046,2026-02-15 10:47:18,818.61,online,approved,D00195,normal
T0008967,U00014,M0040,2026-02-15 10:49:13,18063.9,card_present,approved,D00187,normal
T0008968,U00250,M0067,2026-02-15 10:53:41,8669.63,online,approved,D00956,normal
T0008969,U00290,M0020,2026-02-15 10:59:10,482.67,card_present,approved,D00516,normal
T0008970,U00577,M0045,2026-02-15 11:01:25,3586.05,card_present,approved,D01116,normal
T0008971,U00283,M0060,2026-02-15 11:08:14,1006.43,mobile,approved,D01190,normal
T0008972,U00710,M0091,2026-02-15 11:14:44,2530.2,card_present,approved,D00295,normal
T0008973,U00681,M0010,2026-02-15 11:15:40,8904.47,card_present,approved,D00535,normal
T0008974,U00463,M0043,2026-02-15 11:26:13,2845.21,card_present,approved,D01283,normal
T0008975,U00388,M0102,2026-02-15 11:29:16,2810.38,card_present,approved,D00308,normal
T0008976,U00189,M0119,2026-02-15 11:34:29,3953.76,mobile,approved,D00416,normal
T0008977,U00089,M0031,2026-02-15 11:36:24,1038.83,card_present,approved,D00067,normal
T0008978,U00429,M0047,2026-02-15 11:39:07,1504.09,card_present,approved,D00555,normal
T0008979,U00593,M0057,2026-02-15 12:03:17,2735.38,card_present,approved,D00575,normal
T0008980,U00131,M0081,2026-02-15 12:06:05,2087.67,mobile,approved,D00705,normal
T0008981,U00469,M0011,2026-02-15 12:06:28,2724.06,card_present,approved,D00310,normal
T0008982,U00286,M0108,2026-02-15 12:12:21,11097.28,card_present,approved,D01489,normal
T0008983,U00624,M0001,2026-02-15 12:27:13,835.36,online,approved,D00260,normal
T0008984,U00418,M0004,2026-02-15 12:28:40,2122.07,card_present,approved,D00732,normal
T0008985,U00422,M0091,2026-02-15 12:36:21,3622.0,online,approved,D01039,normal
T0008986,U00581,M0002,2026-02-15 12:39:29,1318.75,online,approved,D00216,normal
T0008987,U00703,M0046,2026-02-15 12:42:02,363.62,mobile,approved,D00825,normal
T0008988,U00096,M0088,2026-02-15 12:42:05,21752.21,online,approved,D01021,normal
T0008989,U00086,M0074,2026-02-15 13:06:05,1015.57,mobile,approved,D00009,normal
T0008990,U00003,M0037,2026-02-15 13:12:10,1275.81,online,approved,D00050,normal
T0008991,U00560,M0099,2026-02-15 13:14:29,9914.69,online,approved,D00162,normal
T0008992,U00661,M0102,2026-02-15 13:16:27,1247.07,card_present,approved,D01441,normal
T0008993,U00094,M0093,2026-02-15 13:16:42,2827.47,card_present,approved,D00056,normal
T0008994,U00021,M0091,2026-02-15 13:17:16,4002.03,card_present,approved,D01449,normal
T0008995,U00026,M0120,2026-02-15 13:22:42,425.14,card_present,approved,D00437,normal
T0008996,U00041,M0106,2026-02-15 13:26:50,1209.91,card_present,approved,D00893,normal
T0008997,U00456,M0031,2026-02-15 13:27:21,922.08,mobile,approved,D01120,normal
T0008998,U00363,M0093,2026-02-15 13:34:01,603.95,card_present,approved,D00206,normal
T0008999,U00425,M0023,2026-02-15 13:37:49,358.23,card_present,approved,D01188,normal
T0009000,U00312,M0032,2026-02-15 13:48:49,1947.99,card_present,approved,D00019,normal
T0009001,U00480,M0071,2026-02-15 13:55:54,1754.52,card_present,approved,D01446,normal
T0009002,U00211,M0112,2026-02-15 14:05:57,3922.41,card_present,approved,D01457,normal
T0009003,U00303,M0075,2026-02-15 14:06:13,3306.46,card_present,approved,D00185,normal
T0009004,U00227,M0117,2026-02-15 14:27:45,1000.0,card_present,approved,D01268,normal
T0009005,U00669,M0048,2026-02-15 14:27:59,6056.14,online,approved,D00431,normal
T0009006,U00067,M0046,2026-02-15 14:32:14,429.72,online,approved,D01088,normal
T0009007,U00481,M0036,2026-02-15 14:35:38,8578.21,card_present,approved,D00681,normal
T0009008,U00674,M0050,2026-02-15 14:39:42,14096.64,online,approved,D01358,normal
T0009009,U00033,M0068,2026-02-15 14:42:47,1074.38,card_present,approved,D00612,normal
T0009010,U00445,M0036,2026-02-15 14:49:37,1084.36,card_present,approved,D01503,normal
T0009011,U00713,M0061,2026-02-15 14:50:55,2008.45,online,approved,D01305,normal
T0009012,U00311,M0051,2026-02-15 14:51:16,2662.69,online,approved,D00183,normal
T0009013,U00354,M0007,2026-02-15 14:53:00,10881.17,card_present,approved,D01401,normal
T0009014,U00667,M0053,2026-02-15 14:56:00,2412.73,mobile,approved,D00381,normal
T0009015,U00321,M0068,2026-02-15 14:56:05,1347.7,online,approved,D00639,normal
T0009016,U00400,M0098,2026-02-15 14:58:20,1001.65,card_present,approved,D01429,normal
T0009017,U00211,M0090,2026-02-15 15:09:21,17645.62,mobile,approved,D01365,normal
T0009018,U00380,M0022,2026-02-15 15:15:57,1457.3,card_present,approved,D00997,normal
T0009019,U00453,M0020,2026-02-15 15:16:43,1952.59,card_present,approved,D00925,normal
T0009020,U00417,M0063,2026-02-15 15:19:40,779.07,online,approved,D00386,normal
T0009021,U00733,M0108,2026-02-15 15:24:52,13151.31,card_present,approved,D00290,normal
T0009022,U00131,M0027,2026-02-15 15:34:47,4621.0,mobile,approved,D00498,normal
T0009023,U00052,M0104,2026-02-15 15:35:35,1804.09,mobile,approved,D01475,normal
T0009024,U00324,M0049,2026-02-15 15:35:51,415.46,mobile,approved,D00251,normal
T0009025,U00498,M0008,2026-02-15 15:40:10,415.77,card_present,approved,D01531,normal
T0009026,U00289,M0015,2026-02-15 15:46:32,1667.62,online,approved,D00458,normal
T0009027,U00048,M0045,2026-02-15 15:51:37,2044.52,card_present,approved,D00340,normal
T0009028,U00655,M0050,2026-02-15 16:00:55,16270.88,mobile,approved,D00100,normal
T0009029,U00097,M0002,2026-02-15 16:02:50,1930.78,card_present,approved,D01002,normal
T0009030,U00288,M0036,2026-02-15 16:03:51,4263.76,online,approved,D00713,normal
T0009031,U00629,M0027,2026-02-15 16:09:14,871.7,card_present,approved,D00158,normal
T0009032,U00201,M0061,2026-02-15 16:13:02,893.55,card_present,approved,D00504,normal
T0009033,U00755,M0070,2026-02-15 16:18:12,7404.93,online,approved,D01574,normal
T0009034,U00712,M0071,2026-02-15 16:18:30,854.38,mobile,approved,D00477,normal
T0009035,U00791,M0102,2026-02-15 16:19:37,1616.75,card_present,approved,D00234,normal
T0009036,U00577,M0035,2026-02-15 16:22:19,2035.0,card_present,declined,D01085,normal
T0009037,U00686,M0023,2026-02-15 16:32:25,1217.16,card_present,approved,D01013,normal
T0009038,U00456,M0120,2026-02-15 16:38:31,3280.96,mobile,approved,D01275,normal
T0009039,U00238,M0062,2026-02-15 16:48:38,2027.83,card_present,approved,D01533,normal
T0009040,U00483,M0069,2026-02-15 16:52:49,754.26,card_present,approved,D00253,normal
T0009041,U00656,M0028,2026-02-15 16:53:29,1072.43,online,declined,D01031,normal
T0009042,U00097,M0075,2026-02-15 16:55:17,506.73,card_present,approved,D00006,normal
T0009043,U00728,M0079,2026-02-15 16:58:29,456.8,online,approved,D01596,normal
T0009044,U00783,M0008,2026-02-15 16:58:49,521.99,card_present,approved,D00268,normal
T0009045,U00716,M0008,2026-02-15 17:04:25,1430.11,card_present,approved,D01253,normal
T0009046,U00551,M0087,2026-02-15 17:12:19,1394.52,card_present,approved,D00438,normal
T0009047,U00492,M0102,2026-02-15 17:23:12,928.73,mobile,approved,D01037,normal
T0009048,U00634,M0031,2026-02-15 17:38:02,6608.21,online,approved,D01232,normal
T0009049,U00079,M0102,2026-02-15 17:38:27,1007.6,card_present,approved,D00261,normal
T0009050,U00698,M0091,2026-02-15 17:38:59,7399.85,card_present,approved,D00686,normal
T0009051,U00610,M0031,2026-02-15 17:42:45,1752.13,card_present,approved,D00737,normal
T0009052,U00260,M0035,2026-02-15 17:44:03,591.24,mobile,approved,D00322,normal
T0009053,U00407,M0069,2026-02-15 17:46:01,621.71,online,approved,D00431,normal
T0009054,U00196,M0044,2026-02-15 17:48:28,3075.25,online,approved,D01122,normal
T0009055,U00064,M0049,2026-02-15 17:57:47,1981.78,card_present,declined,D00210,normal
T0009056,U00734,M0084,2026-02-15 17:58:29,804.12,card_present,approved,D00276,normal
T0009057,U00778,M0088,2026-02-15 18:02:33,48555.6,online,approved,D01141,normal
T0009058,U00725,M0067,2026-02-15 18:05:32,28653.43,online,approved,D00257,normal
T0009059,U00055,M0084,2026-02-15 18:07:51,1368.18,mobile,approved,D00501,normal
T0009060,U00581,M0073,2026-02-15 18:10:51,9288.15,online,approved,D00361,normal
T0009061,U00514,M0086,2026-02-15 18:17:02,6229.65,card_present,approved,D00984,normal
T0009062,U00267,M0067,2026-02-15 18:20:33,9782.6,online,approved,D00890,normal
T0009063,U00413,M0068,2026-02-15 18:31:56,1272.42,card_present,declined,D00660,normal
T0009064,U00704,M0041,2026-02-15 18:36:14,2700.78,mobile,declined,D01121,normal
T0009065,U00779,M0006,2026-02-15 18:37:02,11752.25,card_present,approved,D00901,normal
T0009066,U00519,M0035,2026-02-15 18:41:44,281.12,card_present,approved,D01578,normal
T0009067,U00698,M0006,2026-02-15 18:43:00,11005.83,card_present,approved,D01546,normal
T0009068,U00097,M0035,2026-02-15 18:54:37,1668.44,online,approved,D01340,normal
T0009069,U00318,M0049,2026-02-15 19:01:16,1486.14,card_present,approved,D00953,normal
T0009070,U00497,M0105,2026-02-15 19:03:19,3693.76,card_present,approved,D00436,normal
T0009071,U00192,M0116,2026-02-15 19:09:02,16083.02,card_present,approved,D00347,normal
T0009072,U00122,M0004,2026-02-15 19:12:09,10037.58,card_present,approved,D00334,normal
T0009073,U00273,M0080,2026-02-15 19:13:42,1110.53,card_present,approved,D01159,normal
T0009074,U00027,M0115,2026-02-15 19:14:30,1621.14,online,approved,D00793,normal
T0009075,U00117,M0094,2026-02-15 19:21:22,1452.44,mobile,approved,D00744,normal
T0009076,U00269,M0037,2026-02-15 19:22:13,2145.19,card_present,approved,D00054,normal
T0009077,U00712,M0104,2026-02-15 19:23:14,1757.77,mobile,approved,D00306,normal
T0009078,U00611,M0021,2026-02-15 19:26:28,4815.95,card_present,approved,D00929,normal
T0009079,U00584,M0101,2026-02-15 19:26:56,1035.5,card_present,approved,D01594,normal
T0009080,U00774,M0087,2026-02-15 19:27:05,1617.19,card_present,approved,D00002,normal
T0009081,U00784,M0093,2026-02-15 19:27:48,809.84,card_present,approved,D00152,normal
T0009082,U00782,M0013,2026-02-15 19:28:13,1464.83,online,approved,D00944,normal
T0009083,U00523,M0047,2026-02-15 19:33:18,1116.38,card_present,approved,D00133,normal
T0009084,U00326,M0073,2026-02-15 19:33:34,20174.74,card_present,approved,D00067,normal
T0009085,U00013,M0020,2026-02-15 19:49:56,1380.09,online,approved,D00781,normal
T0009086,U00420,M0070,2026-02-15 19:53:56,2969.27,online,approved,D00831,normal
T0009087,U00716,M0096,2026-02-15 19:57:36,767.91,card_present,approved,D00704,normal
T0009088,U00647,M0073,2026-02-15 20:13:57,8815.1,online,approved,D00580,normal
T0009089,U00539,M0108,2026-02-15 20:21:40,8872.83,card_present,approved,D01430,normal
T0009090,U00232,M0104,2026-02-15 20:26:11,978.03,card_present,approved,D00252,normal
T0009091,U00220,M0008,2026-02-15 20:28:38,821.57,online,approved,D01385,normal
T0009092,U00627,M0116,2026-02-15 20:29:12,22246.07,online,approved,D01258,normal
T0009093,U00565,M0027,2026-02-15 20:29:50,2338.9,card_present,approved,D00670,normal
T0009094,U00096,M0088,2026-02-15 20:30:01,7947.61,online,approved,D00405,normal
T0009095,U00001,M0049,2026-02-15 20:32:22,2711.28,card_present,approved,D01460,normal
T0009096,U00572,M0049,2026-02-15 20:38:55,741.65,card_present,approved,D01036,normal
T0009097,U00455,M0120,2026-02-15 20:43:25,1120.62,card_present,approved,D01378,normal
T0009098,U00467,M0009,2026-02-15 20:45:37,596.6,card_present,approved,D01566,normal
T0009099,U00720,M0049,2026-02-15 20:52:12,6243.48,online,approved,D00849,normal
T0009100,U00542,M0018,2026-02-15 20:53:26,4189.2,mobile,approved,D00004,normal
T0009101,U00537,M0046,2026-02-15 20:53:58,685.99,online,approved,D01039,normal
T0009102,U00011,M0002,2026-02-15 20:59:03,1271.83,mobile,approved,D01372,normal
T0009103,U00282,M0114,2026-02-15 21:06:04,3968.32,card_present,approved,D00347,normal
T0009104,U00793,M0091,2026-02-15 21:08:16,3012.58,mobile,approved,D01285,normal
T0009105,U00609,M0116,2026-02-15 21:17:01,3593.18,online,approved,D00573,normal
T0009106,U00205,M0050,2026-02-15 21:19:38,7856.09,card_present,approved,D01230,normal
T0009107,U00059,M0024,2026-02-15 21:26:29,22290.17,card_present,approved,D01308,normal
T0009108,U00286,M0008,2026-02-15 21:29:03,1179.34,mobile,approved,D01387,normal
T0009109,U00599,M0105,2026-02-15 21:31:12,7576.27,card_present,approved,D01172,normal
T0009110,U00438,M0003,2026-02-15 21:36:40,2937.93,card_present,approved,D01022,normal
T0009111,U00668,M0058,2026-02-15 21:40:48,747.49,card_present,approved,D00527,normal
T0009112,U00209,M0041,2026-02-15 21:51:03,1462.31,online,approved,D01273,normal
T0009113,U00568,M0065,2026-02-15 22:05:17,3716.39,card_present,approved,D00769,normal
T0009114,U00583,M0120,2026-02-15 22:09:51,723.23,card_present,approved,D01290,normal
T0009115,U00483,M0086,2026-02-15 22:14:10,12010.35,card_present,approved,D00527,normal
T0009116,U00427,M0079,2026-02-15 22:14:17,1273.95,mobile,approved,D01521,normal
T0009117,U00789,M0011,2026-02-15 22:17:44,1749.74,online,approved,D00626,normal
T0009118,U00072,M0108,2026-02-15 22:30:08,5864.56,card_present,approved,D00077,normal
T0009119,U00047,M0019,2026-02-15 22:36:46,2445.76,card_present,approved,D00113,normal
T0009120,U00568,M0111,2026-02-15 22:40:58,1590.17,card_present,approved,D00306,normal
T0009121,U00655,M0071,2026-02-15 22:41:02,1005.03,online,approved,D00689,normal
T0009122,U00517,M0045,2026-02-15 22:45:21,1051.27,card_present,approved,D00286,normal
T0009123,U00206,M0027,2026-02-15 22:52:44,871.94,card_present,approved,D01158,normal
T0009124,U00062,M0041,2026-02-15 22:56:03,1755.61,mobile,approved,D00110,normal
T0009125,U00764,M0039,2026-02-16 01:01:12,1268.0,online,approved,D01397,normal
T0009126,U00784,M0091,2026-02-16 01:04:51,4518.43,card_present,approved,D01331,normal
T0009127,U00320,M0100,2026-02-16 01:39:59,1732.68,online,approved,D00373,normal
T0009128,U00673,M0086,2026-02-16 02:22:19,5245.69,card_present,approved,D00026,normal
T0009129,U00516,M0112,2026-02-16 02:34:45,3518.49,mobile,approved,D00813,normal
T0009130,U00021,M0098,2026-02-16 02:37:26,1115.31,online,approved,D01495,normal
T0009131,U00165,M0010,2026-02-16 03:12:20,8386.73,card_present,approved,D00828,normal
T0009132,U00689,M0015,2026-02-16 03:14:28,2337.47,card_present,approved,D01183,normal
T0009133,U00111,M0114,2026-02-16 04:06:07,7235.0,card_present,approved,D01190,normal
T0009134,U00055,M0094,2026-02-16 04:21:45,2908.64,card_present,approved,D01543,normal
T0009135,U00221,M0069,2026-02-16 04:24:40,423.56,card_present,approved,D00490,normal
T0009136,U00680,M0027,2026-02-16 04:40:18,2098.35,card_present,approved,D00562,normal
T0009137,U00550,M0024,2026-02-16 04:49:20,5007.71,card_present,approved,D01236,normal
T0009138,U00072,M0065,2026-02-16 04:57:09,3569.9,card_present,approved,D00451,normal
T0009139,U00433,M0030,2026-02-16 04:58:57,3321.67,mobile,approved,D00716,normal
T0009140,U00573,M0102,2026-02-16 05:36:54,947.76,online,approved,D01349,normal
T0009141,U00602,M0048,2026-02-16 05:50:16,3762.93,online,approved,D00157,normal
T0009142,U00372,M0120,2026-02-16 07:00:52,552.46,card_present,declined,D01459,normal
T0009143,U00596,M0013,2026-02-16 07:12:35,5520.79,online,declined,D00356,normal
T0009144,U00283,M0093,2026-02-16 07:13:32,1764.14,card_present,approved,D00600,normal
T0009145,U00589,M0008,2026-02-16 07:16:12,862.8,online,approved,D01277,normal
T0009146,U00194,M0031,2026-02-16 07:20:52,3706.68,card_present,approved,D00620,normal
T0009147,U00532,M0036,2026-02-16 07:21:34,1402.83,card_present,approved,D00089,normal
T0009148,U00167,M0108,2026-02-16 07:32:14,11098.86,card_present,approved,D00817,normal
T0009149,U00293,M0008,2026-02-16 07:34:35,419.75,online,approved,D00940,normal
T0009150,U00471,M0108,2026-02-16 07:36:27,21295.33,card_present,approved,D01522,normal
T0009151,U00150,M0100,2026-02-16 07:37:44,3816.32,card_present,approved,D00752,normal
T0009152,U00764,M0043,2026-02-16 07:37:48,1129.67,card_present,approved,D00032,normal
T0009153,U00716,M0069,2026-02-16 07:38:36,3898.51,card_present,approved,D01083,normal
T0009154,U00285,M0024,2026-02-16 07:48:36,4887.98,card_present,approved,D01143,normal
T0009155,U00234,M0104,2026-02-16 07:51:46,2529.59,card_present,approved,D01581,normal
T0009156,U00687,M0111,2026-02-16 07:52:36,3757.27,card_present,approved,D00913,normal
T0009157,U00490,M0118,2026-02-16 07:59:15,2739.84,mobile,approved,D01143,normal
T0009158,U00115,M0108,2026-02-16 07:59:46,10971.45,card_present,approved,D00704,normal
T0009159,U00142,M0106,2026-02-16 08:06:30,2016.62,card_present,approved,D00290,normal
T0009160,U00471,M0120,2026-02-16 08:06:39,351.24,online,approved,D00251,normal
T0009161,U00459,M0034,2026-02-16 08:10:00,333.66,card_present,approved,D00815,normal
T0009162,U00242,M0099,2026-02-16 08:13:08,15921.05,card_present,approved,D01096,normal
T0009163,U00586,M0078,2026-02-16 08:16:02,554.99,card_present,approved,D00486,normal
T0009164,U00578,M0004,2026-02-16 08:38:28,4652.48,card_present,approved,D00806,normal
T0009165,U00684,M0105,2026-02-16 08:44:00,2686.04,online,approved,D01133,normal
T0009166,U00657,M0079,2026-02-16 08:53:11,995.28,card_present,approved,D00992,normal
T0009167,U00208,M0047,2026-02-16 08:54:47,2682.17,card_present,approved,D01327,normal
T0009168,U00717,M0094,2026-02-16 08:55:49,2607.38,mobile,approved,D00999,normal
T0009169,U00239,M0029,2026-02-16 08:56:12,3014.94,mobile,approved,D00735,normal
T0009170,U00517,M0052,2026-02-16 09:05:09,1025.29,online,approved,D00862,normal
T0009171,U00453,M0079,2026-02-16 09:06:18,2457.23,online,approved,D01599,normal
T0009172,U00422,M0075,2026-02-16 09:20:13,990.89,card_present,approved,D00849,normal
T0009173,U00225,M0037,2026-02-16 09:32:38,802.31,card_present,approved,D00750,normal
T0009174,U00018,M0044,2026-02-16 09:36:01,2805.25,card_present,approved,D01375,normal
T0009175,U00193,M0110,2026-02-16 09:43:10,60321.88,card_present,approved,D00413,normal
T0009176,U00642,M0005,2026-02-16 09:44:12,1492.35,card_present,approved,D01408,normal
T0009177,U00144,M0102,2026-02-16 09:53:29,1981.49,card_present,approved,D01317,normal
T0009178,U00349,M0095,2026-02-16 09:54:32,59265.24,card_present,approved,D01399,normal
T0009179,U00742,M0024,2026-02-16 10:01:19,11360.3,card_present,approved,D00126,normal
T0009180,U00732,M0009,2026-02-16 10:13:23,611.18,card_present,approved,D01159,normal
T0009181,U00263,M0101,2026-02-16 10:15:11,1914.5,online,approved,D00707,normal
T0009182,U00395,M0055,2026-02-16 10:20:13,2654.67,online,approved,D00838,normal
T0009183,U00500,M0096,2026-02-16 10:22:19,783.24,online,approved,D00218,normal
T0009184,U00040,M0113,2026-02-16 10:25:41,611.11,card_present,approved,D00240,normal
T0009185,U00507,M0055,2026-02-16 10:25:58,2017.18,card_present,approved,D01178,normal
T0009186,U00344,M0024,2026-02-16 10:27:57,6485.85,online,approved,D01291,normal
T0009187,U00625,M0116,2026-02-16 10:40:15,23633.39,online,approved,D01303,normal
T0009188,U00503,M0004,2026-02-16 10:47:13,5966.22,card_present,approved,D00593,normal
T0009189,U00240,M0032,2026-02-16 10:52:18,1515.95,online,approved,D00622,normal
T0009190,U00790,M0034,2026-02-16 11:05:56,717.58,online,approved,D01291,normal
T0009191,U00317,M0052,2026-02-16 11:19:02,2370.46,card_present,approved,D01182,normal
T0009192,U00800,M0051,2026-02-16 11:25:04,2303.95,card_present,approved,D01113,normal
T0009193,U00516,M0089,2026-02-16 11:28:50,862.64,online,approved,D00633,normal
T0009194,U00572,M0055,2026-02-16 11:29:29,495.59,online,approved,D00006,normal
T0009195,U00213,M0010,2026-02-16 11:39:24,9496.83,online,approved,D01239,normal
T0009196,U00394,M0036,2026-02-16 11:48:47,2015.43,online,approved,D00393,normal
T0009197,U00361,M0043,2026-02-16 12:03:27,2424.24,online,approved,D00475,normal
T0009198,U00774,M0109,2026-02-16 12:10:02,32987.26,card_present,approved,D01086,normal
T0009199,U00706,M0039,2026-02-16 12:15:54,2100.9,online,approved,D00584,normal
T0009200,U00707,M0102,2026-02-16 12:24:33,1310.87,card_present,approved,D00624,normal
T0009201,U00476,M0024,2026-02-16 12:28:35,16533.88,mobile,approved,D01276,normal
T0009202,U00683,M0118,2026-02-16 12:33:23,1557.66,card_present,approved,D00304,normal
T0009203,U00515,M0036,2026-02-16 12:35:43,2620.43,card_present,approved,D00635,normal
T0009204,U00070,M0093,2026-02-16 12:47:27,2543.5,card_present,approved,D01547,normal
T0009205,U00719,M0107,2026-02-16 12:47:58,5170.18,card_present,approved,D00828,normal
T0009206,U00219,M0068,2026-02-16 12:52:50,967.78,card_present,approved,D00397,normal
T0009207,U00227,M0060,2026-02-16 12:58:41,1739.53,card_present,approved,D00620,normal
T0009208,U00536,M0049,2026-02-16 13:00:32,2684.77,card_present,approved,D01176,normal
T0009209,U00409,M0098,2026-02-16 13:08:40,901.08,card_present,approved,D00400,normal
T0009210,U00018,M0036,2026-02-16 13:22:02,2881.68,card_present,approved,D00553,normal
T0009211,U00556,M0101,2026-02-16 13:48:29,9938.04,online,approved,D00684,normal
T0009212,U00493,M0012,2026-02-16 13:49:54,1421.01,card_present,approved,D00304,normal
T0009213,U00578,M0029,2026-02-16 13:52:28,4173.52,card_present,approved,D00092,normal
T0009214,U00516,M0064,2026-02-16 13:54:58,780.2,card_present,approved,D00163,normal
T0009215,U00496,M0002,2026-02-16 13:58:38,1172.92,card_present,approved,D01398,normal
T0009216,U00652,M0026,2026-02-16 13:59:43,906.8,card_present,approved,D00548,normal
T0009217,U00607,M0065,2026-02-16 14:05:04,1508.08,card_present,approved,D01470,normal
T0009218,U00425,M0048,2026-02-16 14:15:58,1960.4,online,approved,D01257,normal
T0009219,U00236,M0039,2026-02-16 14:16:36,1787.49,online,approved,D00001,normal
T0009220,U00677,M0002,2026-02-16 14:16:37,911.16,card_present,declined,D01393,normal
