user_id,segment,city,risk_profile,tx_count,distinct_merchants,active_days,total_amount,avg_ticket,night_tx_share,out_of_home_city_share,declined_share,max_daily_tx_count,max_daily_amount,peer_avg_total_amount,peer_avg_tx_count,peer_avg_ticket,total_amount_peer_ratio,tx_count_peer_ratio,avg_ticket_peer_ratio,amount_rank_in_peer_group
U00151,mass,Saint Petersburg,low,29,25,21,140550.13,5205.56,0.1724,0.6897,0.069,4,47806.64,143356.01,26.6,5518.85,0.9804,1.0904,0.9432,38
U00493,mass,Moscow,low,27,23,22,139075.84,5349.07,0.0741,0.6296,0.037,3,72582.03,142662.88,25.04,5897.48,0.9749,1.0784,0.907,65
U00772,small_business,Moscow,low,22,20,20,201635.58,9165.25,0.0455,0.6818,0.0,2,71999.12,207264.78,23.38,9166.95,0.9728,0.9412,0.9998,10
U00589,affluent,Moscow,low,34,29,25,201806.27,5935.48,0.0294,0.5588,0.0,3,59000.4,207808.39,25.59,8288.05,0.9711,1.3287,0.7161,15
U00573,mass,Nizhny Novgorod,medium,25,20,24,150299.14,6534.75,0.04,0.96,0.08,2,76207.36,155156.27,25.39,6352.33,0.9687,0.9846,1.0287,25
U00754,mass,Moscow,low,27,25,24,138147.28,5525.89,0.037,0.7037,0.0741,2,32182.36,142662.88,25.04,5897.48,0.9683,1.0784,0.937,66
U00789,student,Moscow,low,28,22,24,102987.23,3678.12,0.1786,0.75,0.0,3,27318.39,106510.34,24.3,4538.62,0.9669,1.1521,0.8104,31
U00255,mass,Saint Petersburg,low,21,20,19,138572.04,6598.67,0.1429,0.7143,0.0,2,38591.34,143356.01,26.6,5518.85,0.9666,0.7896,1.1957,39
U00448,mass,Ekaterinburg,low,20,19,18,141440.71,7444.25,0.2,0.95,0.05,3,40573.23,146378.08,25.98,5887.31,0.9663,0.7698,1.2645,23
U00045,mass,Moscow,low,22,20,19,137809.96,6264.09,0.1364,0.6364,0.0,2,58521.53,142662.88,25.04,5897.48,0.966,0.8787,1.0622,67
U00581,mass,Moscow,low,27,24,24,137721.18,5100.78,0.1111,0.6667,0.0,2,54251.5,142662.88,25.04,5897.48,0.9654,1.0784,0.8649,68
U00336,mass,Saint Petersburg,low,23,22,19,138331.26,6014.4,0.0435,0.6957,0.0,3,62804.48,143356.01,26.6,5518.85,0.9649,0.8648,1.0898,40
U00216,mass,Saint Petersburg,low,27,22,22,138210.69,5118.91,0.037,0.6667,0.0,2,22678.12,143356.01,26.6,5518.85,0.9641,1.0152,0.9275,41
U00215,student,Moscow,low,31,28,27,102690.16,3423.01,0.129,0.7097,0.0323,2,26666.51,106510.34,24.3,4538.62,0.9641,1.2755,0.7542,32
U00793,student,Saint Petersburg,low,32,25,27,131350.65,4237.12,0.1563,0.6875,0.0313,2,43250.08,136383.32,25.72,5531.12,0.9631,1.2442,0.7661,11
U00663,mass,Moscow,low,19,17,19,137107.12,7216.16,0.0,0.5789,0.0,1,66648.1,142662.88,25.04,5897.48,0.9611,0.7589,1.2236,69
U00446,mass,Moscow,medium,23,23,23,136883.82,6221.99,0.0,0.6957,0.0435,1,55337.89,142662.88,25.04,5897.48,0.9595,0.9186,1.055,70
U00080,student,Kazan,medium,24,21,23,111759.73,4859.12,0.0833,0.7917,0.0417,2,29832.82,116601.08,24.79,4777.09,0.9585,0.9683,1.0172,7
U00073,affluent,Moscow,high,24,20,23,199007.0,8291.96,0.125,0.5833,0.0,2,50745.46,207808.39,25.59,8288.05,0.9576,0.9379,1.0005,16
U00214,affluent,Nizhny Novgorod,low,24,21,22,200597.66,9118.08,0.0833,0.9167,0.0833,2,81475.53,209612.39,30.13,7105.15,0.957,0.7967,1.2833,5
U00676,student,Moscow,medium,28,23,23,101815.17,3770.93,0.0357,0.6786,0.0357,3,32269.81,106510.34,24.3,4538.62,0.9559,1.1521,0.8309,33
U00050,mass,Saint Petersburg,low,28,22,20,137024.91,4893.75,0.0714,0.7857,0.0,3,37954.14,143356.01,26.6,5518.85,0.9558,1.0528,0.8867,42
U00593,mass,Ekaterinburg,low,23,22,21,139890.86,6082.21,0.1304,0.8696,0.0,2,52239.72,146378.08,25.98,5887.31,0.9557,0.8852,1.0331,24
U00069,mass,Saint Petersburg,low,24,21,21,136954.95,5706.46,0.125,0.8333,0.0,2,38528.94,143356.01,26.6,5518.85,0.9553,0.9024,1.034,43
U00712,mass,Ekaterinburg,low,24,20,20,139657.82,5819.08,0.125,0.9167,0.0,3,51956.43,146378.08,25.98,5887.31,0.9541,0.9237,0.9884,25
U00594,mass,Saint Petersburg,low,24,19,22,136696.92,5943.34,0.25,0.7917,0.0417,2,28134.32,143356.01,26.6,5518.85,0.9535,0.9024,1.0769,44
U00380,affluent,Moscow,medium,32,24,30,198077.19,6602.57,0.0938,0.5938,0.0625,2,36774.22,207808.39,25.59,8288.05,0.9532,1.2506,0.7966,17
U00229,mass,Ekaterinburg,medium,19,18,19,138977.77,7314.62,0.1053,0.9474,0.0,1,69502.46,146378.08,25.98,5887.31,0.9494,0.7313,1.2424,26
U00006,mass,Saint Petersburg,low,20,19,18,135672.23,7140.64,0.05,0.75,0.05,2,73382.21,143356.01,26.6,5518.85,0.9464,0.752,1.2939,45
U00241,mass,Moscow,low,26,23,20,134766.34,5390.65,0.0769,0.8077,0.0385,3,40987.38,142662.88,25.04,5897.48,0.9446,1.0385,0.9141,71
U00311,affluent,Kazan,low,24,22,18,162123.45,7048.85,0.0417,0.875,0.0417,2,53519.04,171655.52,23.71,7455.45,0.9445,1.0124,0.9455,11
U00582,mass,Novosibirsk,medium,17,15,16,131297.11,7723.36,0.0588,0.9412,0.0,2,57335.55,139021.02,23.56,6026.12,0.9444,0.7214,1.2816,14
U00474,mass,Saint Petersburg,high,21,18,20,134894.47,6423.55,0.1905,0.8095,0.0,2,32418.7,143356.01,26.6,5518.85,0.941,0.7896,1.1639,46
U00200,mass,Saint Petersburg,medium,31,30,26,134602.0,4342.0,0.0968,0.7742,0.0,2,22012.8,143356.01,26.6,5518.85,0.9389,1.1656,0.7868,47
U00303,mass,Novosibirsk,low,21,20,20,130317.52,6515.88,0.0,0.9048,0.0476,2,55136.69,139021.02,23.56,6026.12,0.9374,0.8912,1.0813,15
U00556,affluent,Saint Petersburg,medium,24,21,20,189959.78,8259.12,0.0417,0.7083,0.0417,4,43046.9,202805.33,27.35,7949.17,0.9367,0.8774,1.039,16
U00487,mass,Ekaterinburg,low,28,26,24,137112.5,4896.88,0.0357,0.8929,0.0,2,60957.46,146378.08,25.98,5887.31,0.9367,1.0777,0.8318,27
U00709,student,Kazan,low,25,21,23,108845.05,4732.39,0.08,0.92,0.08,2,77108.8,116601.08,24.79,4777.09,0.9335,1.0086,0.9906,8
U00764,mass,Nizhny Novgorod,medium,37,32,31,144813.25,4137.52,0.2162,0.9189,0.0541,3,41289.5,155156.27,25.39,6352.33,0.9333,1.4573,0.6513,26
U00367,mass,Moscow,low,22,15,19,132938.31,6042.65,0.0909,0.8182,0.0,2,48825.92,142662.88,25.04,5897.48,0.9318,0.8787,1.0246,72
U00119,affluent,Moscow,high,30,27,27,193427.88,7164.0,0.0333,0.8,0.1,2,37533.5,207808.39,25.59,8288.05,0.9308,1.1724,0.8644,18
U00301,mass,Ekaterinburg,low,21,19,19,136179.66,6484.75,0.0952,0.9524,0.0,2,50156.68,146378.08,25.98,5887.31,0.9303,0.8082,1.1015,28
U00727,mass,Moscow,low,21,18,20,132357.27,6617.86,0.1429,0.9048,0.0476,2,22510.33,142662.88,25.04,5897.48,0.9278,0.8388,1.1222,73
U00174,affluent,Moscow,low,25,22,23,192252.08,7690.08,0.16,0.6,0.0,2,44598.58,207808.39,25.59,8288.05,0.9251,0.977,0.9279,19
U00432,affluent,Moscow,low,21,18,19,192132.56,9606.63,0.1905,0.6667,0.0476,2,48146.09,207808.39,25.59,8288.05,0.9246,0.8207,1.1591,20
U00057,mass,Ekaterinburg,low,25,21,21,135284.01,5411.36,0.12,0.88,0.0,3,29026.56,146378.08,25.98,5887.31,0.9242,0.9622,0.9192,29
U00137,mass,Novosibirsk,low,23,21,17,128286.2,5831.19,0.087,0.8261,0.0435,3,29749.9,139021.02,23.56,6026.12,0.9228,0.9761,0.9677,16
U00212,small_business,Moscow,low,21,17,19,191057.76,10055.67,0.1905,0.5714,0.0952,2,69466.9,207264.78,23.38,9166.95,0.9218,0.8984,1.0969,11
U00629,small_business,Moscow,low,21,20,18,190937.21,9092.25,0.0476,0.8571,0.0,3,71919.01,207264.78,23.38,9166.95,0.9212,0.8984,0.9919,12
U00185,mass,Nizhny Novgorod,low,21,20,15,142726.26,6796.49,0.0952,0.9524,0.0,3,33708.52,155156.27,25.39,6352.33,0.9199,0.8271,1.0699,27
U00661,student,Saint Petersburg,medium,22,18,19,125459.54,5974.26,0.0909,0.8182,0.0455,2,39052.45,136383.32,25.72,5531.12,0.9199,0.8554,1.0801,12
U00489,mass,Ekaterinburg,medium,26,22,22,134467.48,5378.7,0.1923,0.8846,0.0385,2,43685.83,146378.08,25.98,5887.31,0.9186,1.0007,0.9136,30
U00416,mass,Nizhny Novgorod,low,26,24,22,142415.11,5933.96,0.0385,0.8077,0.0769,3,76364.69,155156.27,25.39,6352.33,0.9179,1.024,0.9341,28
U00247,mass,Novosibirsk,medium,28,25,27,127584.21,5103.37,0.0714,0.7857,0.1071,2,61135.6,139021.02,23.56,6026.12,0.9177,1.1882,0.8469,17
U00601,mass,Saint Petersburg,low,23,22,20,131299.95,5708.69,0.0,0.7391,0.0,2,44395.09,143356.01,26.6,5518.85,0.9159,0.8648,1.0344,48
U00514,mass,Novosibirsk,low,22,20,20,127300.44,6061.93,0.0,0.9091,0.0455,3,52633.99,139021.02,23.56,6026.12,0.9157,0.9336,1.0059,18
U00469,small_business,Ekaterinburg,low,27,25,23,147396.81,5459.14,0.037,0.963,0.0,3,40767.16,161080.7,25.86,6684.81,0.915,1.0442,0.8166,4
U00595,mass,Novosibirsk,low,24,19,20,127113.47,5526.67,0.0417,0.9167,0.0417,2,41902.75,139021.02,23.56,6026.12,0.9143,1.0185,0.9171,19
U00532,small_business,Ekaterinburg,low,28,26,24,146707.91,5642.61,0.0357,0.8571,0.0714,2,23204.92,161080.7,25.86,6684.81,0.9108,1.0829,0.8441,5
U00520,mass,Moscow,medium,25,24,19,129763.72,5406.82,0.0,0.68,0.04,4,24494.67,142662.88,25.04,5897.48,0.9096,0.9985,0.9168,74
U00609,student,Saint Petersburg,low,28,23,26,123932.33,4766.63,0.1429,0.75,0.0714,2,59962.55,136383.32,25.72,5531.12,0.9087,1.0886,0.8618,13
U00736,mass,Moscow,medium,23,21,22,129314.83,5877.95,0.1304,0.8261,0.0435,2,32627.24,142662.88,25.04,5897.48,0.9064,0.9186,0.9967,75
U00734,affluent,Nizhny Novgorod,medium,26,25,23,189668.52,7294.94,0.0385,0.8462,0.0,2,37957.32,209612.39,30.13,7105.15,0.9049,0.8631,1.0267,6
U00218,mass,Nizhny Novgorod,low,14,13,12,140228.92,10016.35,0.0,0.9286,0.0,3,77898.54,155156.27,25.39,6352.33,0.9038,0.5514,1.5768,29
U00225,mass,Nizhny Novgorod,low,29,26,22,139371.78,4805.92,0.1724,0.7931,0.0,3,29628.95,155156.27,25.39,6352.33,0.8983,1.1422,0.7566,30
U00774,mass,Novosibirsk,high,23,20,21,124844.37,5428.02,0.0435,0.8261,0.0,2,32987.26,139021.02,23.56,6026.12,0.898,0.9761,0.9007,20
U00672,small_business,Moscow,low,21,20,18,186014.64,9300.73,0.0476,0.8571,0.0476,2,44546.75,207264.78,23.38,9166.95,0.8975,0.8984,1.0146,13
U00718,mass,Moscow,low,23,22,22,128005.12,5565.44,0.2174,0.6522,0.0,2,21432.38,142662.88,25.04,5897.48,0.8973,0.9186,0.9437,76
U00694,mass,Moscow,medium,15,13,13,127994.43,8532.96,0.2667,0.8,0.0,2,54694.97,142662.88,25.04,5897.48,0.8972,0.5991,1.4469,77
U00557,student,Moscow,low,26,21,22,95436.15,3817.45,0.0385,0.7692,0.0385,2,15833.73,106510.34,24.3,4538.62,0.896,1.0698,0.8411,34
U00782,mass,Kazan,low,24,23,22,163780.02,7120.87,0.0833,0.7917,0.0417,3,90630.01,182876.49,29.96,6180.02,0.8956,0.801,1.1522,19
U00685,affluent,Saint Petersburg,low,28,22,23,181468.16,6721.04,0.0357,0.7857,0.0357,2,91214.66,202805.33,27.35,7949.17,0.8948,1.0237,0.8455,17
U00473,affluent,Novosibirsk,low,20,17,18,200261.45,10013.07,0.25,0.75,0.0,2,59521.88,224330.29,31.25,8098.0,0.8927,0.64,1.2365,5
U00149,mass,Moscow,low,33,26,27,126891.69,3965.37,0.1515,0.6667,0.0303,2,29375.94,142662.88,25.04,5897.48,0.8895,1.318,0.6724,78
U00625,mass,Moscow,low,21,18,20,126744.67,6035.46,0.1429,0.7619,0.0,2,35101.44,142662.88,25.04,5897.48,0.8884,0.8388,1.0234,79
U00790,affluent,Moscow,low,31,25,28,184568.19,6364.42,0.0968,0.8387,0.0645,2,35515.87,207808.39,25.59,8288.05,0.8882,1.2115,0.7679,21
U00278,mass,Kazan,low,25,23,20,162342.4,6493.7,0.16,0.88,0.0,2,51118.1,182876.49,29.96,6180.02,0.8877,0.8344,1.0508,20
U00191,affluent,Ekaterinburg,medium,28,25,21,176201.8,6292.92,0.0357,0.8571,0.0,3,31490.81,198721.58,24.07,8367.25,0.8867,1.1632,0.7521,9
U00510,mass,Moscow,low,24,20,20,126449.28,5497.79,0.0833,0.75,0.0417,2,35649.59,142662.88,25.04,5897.48,0.8864,0.9586,0.9322,80
U00386,mass,Moscow,low,27,21,26,126403.65,4861.68,0.2963,0.8519,0.037,2,24170.86,142662.88,25.04,5897.48,0.886,1.0784,0.8244,81
U00516,mass,Moscow,medium,27,22,22,126172.91,5046.92,0.1481,0.7037,0.0741,3,61007.52,142662.88,25.04,5897.48,0.8844,1.0784,0.8558,82
U00231,mass,Ekaterinburg,low,20,19,20,129136.22,6456.81,0.05,0.9,0.0,1,49702.03,146378.08,25.98,5887.31,0.8822,0.7698,1.0967,31
U00385,mass,Nizhny Novgorod,low,23,22,20,136423.24,6496.34,0.0435,0.913,0.087,2,44135.89,155156.27,25.39,6352.33,0.8793,0.9059,1.0227,31
U00491,student,Nizhny Novgorod,low,28,23,22,90728.45,3240.3,0.0714,0.8214,0.0,3,17564.71,103206.71,24.67,4276.55,0.8791,1.1351,0.7577,8
U00357,student,Nizhny Novgorod,low,26,23,22,90633.31,3625.33,0.0769,0.8077,0.0385,2,25753.2,103206.71,24.67,4276.55,0.8782,1.0541,0.8477,9
U00090,mass,Nizhny Novgorod,low,23,22,19,135483.33,6158.33,0.1304,1.0,0.0435,2,46663.4,155156.27,25.39,6352.33,0.8732,0.9059,0.9695,32
U00083,mass,Ekaterinburg,low,31,30,27,127740.32,4258.01,0.129,0.9032,0.0323,2,34466.01,146378.08,25.98,5887.31,0.8727,1.1931,0.7233,32
U00418,mass,Novosibirsk,low,25,23,23,121155.46,5048.14,0.08,0.84,0.04,2,22100.74,139021.02,23.56,6026.12,0.8715,1.0609,0.8377,21
U00730,mass,Moscow,low,15,14,13,124013.48,8267.57,0.0,0.8667,0.0,2,31550.38,142662.88,25.04,5897.48,0.8693,0.5991,1.4019,83
U00792,student,Saint Petersburg,medium,27,23,21,117958.43,4368.83,0.0,0.6296,0.0,2,31265.93,136383.32,25.72,5531.12,0.8649,1.0498,0.7899,14
U00372,student,Saint Petersburg,low,20,17,17,117776.12,6198.74,0.05,0.65,0.05,3,52281.05,136383.32,25.72,5531.12,0.8636,0.7776,1.1207,15
U00335,mass,Nizhny Novgorod,low,27,24,22,133805.71,5352.23,0.037,0.8519,0.0741,2,31143.15,155156.27,25.39,6352.33,0.8624,1.0634,0.8426,33
U00076,mass,Moscow,low,24,18,21,122950.77,5345.69,0.0,0.75,0.0417,2,30972.0,142662.88,25.04,5897.48,0.8618,0.9586,0.9064,84
U00536,mass,Nizhny Novgorod,low,34,30,27,133588.12,4048.12,0.1176,0.8824,0.0294,4,41437.04,155156.27,25.39,6352.33,0.861,1.3391,0.6373,34
U00279,small_business,Novosibirsk,high,23,21,21,215622.26,9374.88,0.2609,0.9565,0.0,2,53139.97,250631.71,23.11,10815.58,0.8603,0.9952,0.8668,5
U00643,mass,Kazan,medium,30,25,25,157125.35,5418.12,0.1333,0.9333,0.0333,2,84461.88,182876.49,29.96,6180.02,0.8592,1.0013,0.8767,21
U00027,student,Ekaterinburg,medium,29,25,25,89475.02,3195.54,0.069,0.8621,0.0345,2,22373.24,104198.2,25.54,4223.63,0.8587,1.1355,0.7566,6
U00131,affluent,Moscow,low,26,22,22,177430.95,7097.24,0.0385,0.7308,0.0385,2,38789.16,207808.39,25.59,8288.05,0.8538,1.0161,0.8563,22
U00221,mass,Moscow,medium,31,25,27,121601.64,3922.63,0.0968,0.8065,0.0,2,24442.16,142662.88,25.04,5897.48,0.8524,1.2382,0.6651,85
U00597,affluent,Saint Petersburg,low,27,20,25,172369.58,6384.06,0.037,0.6667,0.0,2,38872.72,202805.33,27.35,7949.17,0.8499,0.9871,0.8031,18
U00233,small_business,Moscow,low,27,22,23,175973.9,7038.96,0.1111,0.6667,0.0741,3,61231.82,207264.78,23.38,9166.95,0.849,1.1551,0.7679,14
U00356,mass,Ekaterinburg,low,17,17,16,123726.39,8837.6,0.2353,0.9412,0.1765,2,62065.66,146378.08,25.98,5887.31,0.8453,0.6543,1.5011,33
U00551,mass,Kazan,medium,31,27,26,154538.7,5151.29,0.2258,0.871,0.0323,2,22298.62,182876.49,29.96,6180.02,0.845,1.0346,0.8335,22
U00275,mass,Ekaterinburg,low,23,20,21,123411.66,5609.62,0.0435,0.8696,0.0435,2,37836.26,146378.08,25.98,5887.31,0.8431,0.8852,0.9528,34
U00662,mass,Novosibirsk,low,28,24,23,117118.85,4182.82,0.1071,0.75,0.0,2,54083.71,139021.02,23.56,6026.12,0.8425,1.1882,0.6941,22
U00094,small_business,Novosibirsk,low,26,22,24,210564.54,8422.58,0.1154,0.8462,0.0385,2,37258.3,250631.71,23.11,10815.58,0.8401,1.125,0.7787,6
U00697,student,Kazan,low,23,22,21,97811.33,4252.67,0.1304,0.913,0.0,2,48934.46,116601.08,24.79,4777.09,0.8389,0.928,0.8902,9
U00304,small_business,Moscow,low,27,23,25,173606.85,6429.88,0.1481,0.8148,0.0,2,36378.17,207264.78,23.38,9166.95,0.8376,1.1551,0.7014,15
U00633,mass,Ekaterinburg,high,29,27,24,122439.43,4372.84,0.1724,0.931,0.0345,2,35197.68,146378.08,25.98,5887.31,0.8365,1.1161,0.7428,35
U00152,student,Ekaterinburg,medium,24,20,21,87119.49,3629.98,0.0417,0.9583,0.0,2,16903.47,104198.2,25.54,4223.63,0.8361,0.9398,0.8594,7
U00622,affluent,Nizhny Novgorod,low,25,22,20,175226.44,7301.1,0.12,0.88,0.04,3,45418.95,209612.39,30.13,7105.15,0.836,0.8299,1.0276,7
U00758,student,Moscow,low,27,24,25,88766.44,3287.65,0.0741,0.7778,0.0,2,13886.33,106510.34,24.3,4538.62,0.8334,1.1109,0.7244,35
U00735,affluent,Kazan,low,21,21,19,142941.39,7523.23,0.1429,0.8571,0.0952,2,44880.51,171655.52,23.71,7455.45,0.8327,0.8859,1.0091,12
U00542,mass,Moscow,low,28,23,26,118785.16,4399.45,0.1786,0.8214,0.0357,2,17472.76,142662.88,25.04,5897.48,0.8326,1.1183,0.746,86
U00653,mass,Nizhny Novgorod,low,25,19,21,128847.82,5368.66,0.04,1.0,0.04,2,32102.2,155156.27,25.39,6352.33,0.8304,0.9846,0.8451,35
U00059,mass,Saint Petersburg,low,21,19,20,118251.11,5912.56,0.0,0.8571,0.0476,2,25284.78,143356.01,26.6,5518.85,0.8249,0.7896,1.0713,49
U00550,mass,Novosibirsk,low,21,20,21,114210.22,5438.58,0.0952,0.8571,0.0,1,39432.28,139021.02,23.56,6026.12,0.8215,0.8912,0.9025,23
U00592,affluent,Moscow,low,28,24,25,170567.51,6091.7,0.1071,0.6786,0.0,2,45056.61,207808.39,25.59,8288.05,0.8208,1.0943,0.735,23
U00656,affluent,Moscow,medium,20,15,20,169908.49,8942.55,0.1,0.7,0.05,1,49044.56,207808.39,25.59,8288.05,0.8176,0.7816,1.079,24
U00026,mass,Moscow,low,28,26,23,116641.29,4486.2,0.1786,0.6786,0.0714,2,20968.47,142662.88,25.04,5897.48,0.8176,1.1183,0.7607,87
U00659,affluent,Saint Petersburg,low,27,21,22,165758.71,6630.35,0.037,0.7407,0.0741,2,68030.32,202805.33,27.35,7949.17,0.8173,0.9871,0.8341,19
U00296,affluent,Nizhny Novgorod,low,20,17,16,171246.18,9012.96,0.1,0.95,0.05,2,62813.38,209612.39,30.13,7105.15,0.817,0.6639,1.2685,8
U00364,affluent,Nizhny Novgorod,low,28,25,24,171230.46,6341.87,0.0714,0.8929,0.0357,2,43808.97,209612.39,30.13,7105.15,0.8169,0.9295,0.8926,9
U00611,affluent,Saint Petersburg,high,24,19,23,165624.3,6901.01,0.1667,0.5833,0.0,2,55450.12,202805.33,27.35,7949.17,0.8167,0.8774,0.8681,20
U00055,small_business,Moscow,low,21,19,19,169069.91,8050.95,0.1429,0.7143,0.0,2,38291.38,207264.78,23.38,9166.95,0.8157,0.8984,0.8783,16
U00535,student,Moscow,low,25,21,23,86848.97,3618.71,0.08,0.68,0.04,2,15827.56,106510.34,24.3,4538.62,0.8154,1.0287,0.7973,36
U00549,student,Kazan,medium,25,21,20,94970.16,3798.81,0.04,0.88,0.0,2,31953.98,116601.08,24.79,4777.09,0.8145,1.0086,0.7952,10
U00695,mass,Kazan,low,30,26,23,148838.09,5132.35,0.3,0.9333,0.0333,3,49703.22,182876.49,29.96,6180.02,0.8139,1.0013,0.8305,23
U00603,mass,Novosibirsk,low,20,17,19,113115.97,5953.47,0.15,0.9,0.05,2,30152.01,139021.02,23.56,6026.12,0.8137,0.8487,0.9879,24
U00129,mass,Ekaterinburg,low,19,18,18,118778.78,6251.51,0.0526,0.9474,0.0,2,36347.76,146378.08,25.98,5887.31,0.8115,0.7313,1.0619,36
U00617,affluent,Novosibirsk,low,29,29,26,181492.21,6721.93,0.1379,0.931,0.069,2,43507.89,224330.29,31.25,8098.0,0.809,0.928,0.8301,6
U00427,mass,Nizhny Novgorod,medium,26,23,22,125520.86,5230.04,0.0385,0.8462,0.0769,3,67578.31,155156.27,25.39,6352.33,0.809,1.024,0.8233,36
U00527,mass,Saint Petersburg,medium,25,21,20,115932.62,4637.3,0.04,0.6,0.0,3,25431.69,143356.01,26.6,5518.85,0.8087,0.94,0.8403,50
U00670,mass,Novosibirsk,low,30,25,26,111758.23,3853.73,0.1,0.7333,0.0333,2,34492.59,139021.02,23.56,6026.12,0.8039,1.2731,0.6395,25
U00315,affluent,Ekaterinburg,medium,25,21,19,158702.41,6612.6,0.08,0.92,0.04,3,58478.76,198721.58,24.07,8367.25,0.7986,1.0386,0.7903,10
U00705,affluent,Saint Petersburg,low,22,21,18,161718.74,7350.85,0.0455,0.5909,0.0,2,35457.09,202805.33,27.35,7949.17,0.7974,0.8043,0.9247,21
U00728,student,Nizhny Novgorod,medium,30,24,27,82284.4,2837.39,0.1667,1.0,0.0333,2,14441.22,103206.71,24.67,4276.55,0.7973,1.2162,0.6635,10
U00177,mass,Kazan,high,25,19,20,145441.14,6323.53,0.08,0.92,0.08,2,94827.05,182876.49,29.96,6180.02,0.7953,0.8344,1.0232,24
U00064,mass,Nizhny Novgorod,low,28,24,26,123309.66,4567.02,0.0714,0.8929,0.0357,2,25277.48,155156.27,25.39,6352.33,0.7947,1.1028,0.719,37
U00771,mass,Moscow,medium,22,21,20,113330.62,5396.7,0.0909,0.8636,0.0455,2,35739.64,142662.88,25.04,5897.48,0.7944,0.8787,0.9151,88
U00773,affluent,Saint Petersburg,low,29,23,23,161008.37,5963.27,0.069,0.7241,0.069,3,33289.13,202805.33,27.35,7949.17,0.7939,1.0602,0.7502,22
U00298,affluent,Moscow,low,16,16,15,164710.38,10980.69,0.125,0.6875,0.0625,2,82953.19,207808.39,25.59,8288.05,0.7926,0.6253,1.3249,25
U00577,small_business,Kazan,low,22,20,18,197498.88,9874.94,0.0455,0.9091,0.0909,2,49250.34,249319.8,27.0,9480.66,0.7922,0.8148,1.0416,4
U00269,small_business,Moscow,medium,24,22,19,163848.41,7123.84,0.0,0.8333,0.0417,2,42159.52,207264.78,23.38,9166.95,0.7905,1.0267,0.7771,17
U00454,student,Nizhny Novgorod,medium,20,20,19,81547.75,4077.39,0.25,0.95,0.0,2,20645.16,103206.71,24.67,4276.55,0.7901,0.8108,0.9534,11
U00230,affluent,Kazan,low,26,24,24,135433.94,5209.0,0.2308,0.7692,0.0,2,25723.1,171655.52,23.71,7455.45,0.789,1.0968,0.6987,13
U00566,student,Novosibirsk,high,22,21,21,99120.81,4720.04,0.0909,0.8636,0.0455,2,56145.35,125711.72,23.76,5359.12,0.7885,0.9257,0.8807,8
U00404,mass,Novosibirsk,medium,26,22,22,108594.08,4343.76,0.0769,0.8846,0.0385,4,19943.32,139021.02,23.56,6026.12,0.7811,1.1034,0.7208,26
U00636,mass,Moscow,medium,17,14,16,111314.2,6547.89,0.2353,0.7059,0.0,2,45278.85,142662.88,25.04,5897.48,0.7803,0.679,1.1103,89
U00387,mass,Saint Petersburg,low,26,21,23,111037.26,4270.66,0.1154,0.8077,0.0,2,22967.55,143356.01,26.6,5518.85,0.7746,0.9776,0.7738,51
U00563,student,Moscow,low,22,20,20,82311.88,3919.61,0.0,0.8182,0.0455,2,19993.84,106510.34,24.3,4538.62,0.7728,0.9052,0.8636,37
U00088,student,Nizhny Novgorod,low,23,20,20,79736.29,3466.8,0.0,0.9565,0.0,2,25117.92,103206.71,24.67,4276.55,0.7726,0.9324,0.8107,12
U00041,mass,Moscow,low,28,23,23,110162.51,4237.02,0.1071,0.7857,0.0714,3,30343.67,142662.88,25.04,5897.48,0.7722,1.1183,0.7184,90
U00285,mass,Novosibirsk,low,29,22,26,107353.74,3701.85,0.0345,0.9655,0.0,2,25617.69,139021.02,23.56,6026.12,0.7722,1.2307,0.6143,27
U00349,mass,Saint Petersburg,high,16,13,15,110367.68,7883.41,0.0,0.6875,0.125,2,59265.24,143356.01,26.6,5518.85,0.7699,0.6016,1.4285,52
U00289,small_business,Moscow,low,31,26,24,158953.31,5298.44,0.1613,0.7419,0.0323,3,55249.26,207264.78,23.38,9166.95,0.7669,1.3262,0.578,18
U00768,mass,Moscow,low,26,20,21,109293.15,4203.58,0.0769,0.8077,0.0,2,31580.91,142662.88,25.04,5897.48,0.7661,1.0385,0.7128,91
U00412,mass,Novosibirsk,low,27,24,22,106485.95,4095.61,0.0741,0.7778,0.037,2,23832.41,139021.02,23.56,6026.12,0.766,1.1458,0.6796,28
U00748,small_business,Saint Petersburg,low,25,20,23,171447.08,6857.88,0.08,0.56,0.0,2,33188.23,223901.1,25.6,9153.12,0.7657,0.9766,0.7492,8
U00616,mass,Saint Petersburg,low,28,24,24,109739.35,3919.26,0.1071,0.6786,0.0,3,41210.09,143356.01,26.6,5518.85,0.7655,1.0528,0.7102,53
U00203,affluent,Saint Petersburg,low,24,21,22,154507.6,6437.82,0.2083,0.625,0.0,2,51221.99,202805.33,27.35,7949.17,0.7619,0.8774,0.8099,23
U00042,student,Nizhny Novgorod,low,21,21,16,78594.33,3742.59,0.1905,0.8571,0.0,2,23109.77,103206.71,24.67,4276.55,0.7615,0.8514,0.8751,13
U00102,mass,Ekaterinburg,low,19,17,16,111427.21,6964.2,0.0526,0.9474,0.1579,2,57610.54,146378.08,25.98,5887.31,0.7612,0.7313,1.1829,37
